Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
INV-18073700024,03/12/2019,5462,7STAR LIQUOR & TOBACCO OUTLET,502 E AVE NW,CEDAR RAPIDS,52405,POINT (-91.680323 41.977958),57,LINN,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10803,CROWN ROYAL REGAL APPLE MINI,10,300,7.35,11.03,10,110.3,3,0.79
INV-18137900017,03/14/2019,4405,KUM & GO #92 / ANKENY,1025 E  1ST ST,ANKENY,50021,POINT (-93.58166 41.731869),77,POLK,1062400,SPICED RUM,260,DIAGEO AMERICAS,43331,CAPTAIN MORGAN SPICED RUM MINI,12,500,4.8,7.2,4,28.8,2,0.52
INV-18407700007,03/27/2019,4635,KWIK SHOP #563 / CEDAR RAPIDS,1001 1ST AVE SW,CEDAR RAPIDS,52405,POINT (-91.684707 41.972397),57,LINN,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10804,CROWN ROYAL REGAL APPLE,44,200,4.72,7.08,3,21.24,0.6,0.15
INV-18390900029,03/27/2019,4592,DYNO'S #29 / EMMETSBURG,"2401, MAIN",EMMETSBURG,50536,POINT (-94.681939 43.111913),74,PALO ALTO,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10628,CANADIAN CLUB WHISKY,6,1750,14.5,21.75,2,43.5,3.5,0.92
INV-17929000011,03/05/2019,4921,MARKET EXPRESS,5340 16TH AVE SW,CEDAR RAPIDS,52404,POINT (-91.739906 41.963888),57,LINN,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10805,CROWN ROYAL REGAL APPLE,24,375,8,12,2,24,0.75,0.19
INV-17858200001,03/01/2019,4318,FAREWAY STORES #841 / RED OAK,811 BROADWAY,RED OAK,51566,POINT (-95.321174 41.663944),69,MONTGOMERY,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,12,280.68,9,2.37
INV-17890600002,03/04/2019,4806,GIRI'S LIQUOR STORE / WEST LIBERTY,"1006, N COLUMBUS ST",WEST LIBERTY,52776,POINT (-91.260581 41.578585),70,MUSCATINE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,12,280.68,9,2.37
INV-18121400013,03/13/2019,5257,MAD AVE QUIK SHOP,"405, MADISON AVE",OTTUMWA,52501,,90,WAPELLO,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10803,CROWN ROYAL REGAL APPLE MINI,10,300,7.35,11.03,1,11.03,0.3,0.07
INV-18015900023,03/08/2019,3857,QUILLINS FOOD RANCH / WAUKON,9TH ST SW B,WAUKON,52172,,3,ALLAMAKEE,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10548,BLACK VELVET TOASTED CARAMEL,6,1750,12.99,19.49,6,116.94,10.5,2.77
INV-18052100033,03/11/2019,3525,WINES AND SPIRITS,106 W 2ND ST,WASHINGTON,52353,POINT (-91.692214 41.300399),92,WASHINGTON,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10792,CROWN ROYAL VANILLA,12,1000,18.89,28.34,2,56.68,2,0.52
INV-18149800017,03/14/2019,2535,HY-VEE FOOD STORE #1 / WDM,1700 VALLEY WEST DR,WEST DES MOINES,50265,,77,POLK,1012200,SCOTCH WHISKIES,370,PERNOD RICARD USA,4716,CHIVAS REGAL 12 YR,12,750,18.98,28.47,2,56.94,1.5,0.39
INV-17935900014,03/05/2019,3763,MAIN STREET LIQUORS / HAWARDEN,911 CENTRAL AVE,HAWARDEN,51023,POINT (-96.48518900000002 42.996100000000006),84,SIOUX,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,2,20.26,1.5,0.39
INV-18039400022,03/11/2019,4185,FAREWAY STORES #737 / GRINNELL,727 WEST ST,GRINNELL,50112,POINT (-92.727347 41.741352),79,POWESHIEK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10791,CROWN ROYAL VANILLA,12,750,15.59,23.39,12,280.68,9,2.37
INV-18034100026,03/11/2019,2555,HY-VEE FOOD STORE / KEOKUK,3111 MAIN,KEOKUK,52632,POINT (-91.403752 40.41538),56,LEE,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10625,CANADIAN CLUB WHISKY PET,12,750,8,12,12,144,9,2.37
INV-17886700078,03/04/2019,3525,WINES AND SPIRITS,106 W 2ND ST,WASHINGTON,52353,POINT (-91.692214 41.300399),92,WASHINGTON,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10805,CROWN ROYAL REGAL APPLE,24,375,8,12,3,36,1.12,0.29
INV-18434000012,03/29/2019,4255,FAREWAY STORES #058 / ORANGE CITY,512  8TH SE,ORANGE CITY,51041,,84,SIOUX,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10809,CROWN ROYAL REGAL APPLE,6,1750,31.99,47.99,30,1439.7,52.5,13.86
INV-18365700001,03/26/2019,5004,IDA GROVE FOOD PRIDE,200 SUSAN LAWRENCE DR,IDA GROVE,51445,,47,IDA,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10808,CROWN ROYAL REGAL APPLE,12,1000,18.89,28.34,12,340.08,12,3.17
INV-18044500015,03/11/2019,5333,FAREWAY STORES #166/ ANAMOSA,402 E MAIN,ANAMOSA,52205,POINT (-91.281344 42.108275),53,JONES,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,12,280.68,9,2.37
INV-18340400021,03/25/2019,4418,KUM & GO #46 / WALNUT,1709 ANTIQUE CITY DR,WALNUT,51577,POINT (-95.222087 41.494138),78,POTTAWATTAMIE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10803,CROWN ROYAL REGAL APPLE MINI,10,300,7.35,11.03,3,33.09,0.9,0.23
INV-18423300035,03/28/2019,3719,WAL-MART 0581 / MARSHALLTOWN,2802 S CENTER ST,MARSHALLTOWN,50158,POINT (-92.91231 42.012918),64,MARSHALL,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10791,CROWN ROYAL VANILLA,12,750,15.59,23.39,12,280.68,9,2.37
INV-17929900015,03/05/2019,5230,POINT LIQUOR & TOBACCO,"3221, CENTER POINT RD NE",CEDAR RAPIDS,52402,POINT (-91.663629 42.01133),57,LINN,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,12,280.68,9,2.37
INV-18104200122,03/13/2019,2565,HY-VEE FOOD STORE #1636 / SPENCER,819 N GRAND AVE,SPENCER,51301,POINT (-95.14506 43.145897),21,CLAY,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10788,CROWN ROYAL VANILLA MINI,10,300,7.35,11.03,1,11.03,0.3,0.07
INV-18083000010,03/12/2019,5562,CASEY'S GENERAL STORE #2553 / REDFIELD,425 2ND ST,REDFIELD,50233,POINT (-94.196222 41.584046),25,DALLAS,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10791,CROWN ROYAL VANILLA,12,750,15.59,23.39,3,70.17,2.25,0.59
INV-17910100032,03/05/2019,3644,WAL-MART 2764 / ALTOONA,3501  8TH ST SW,ALTOONA,50009,POINT (-93.505276 41.644195),77,POLK,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64868,FIREBALL CINNAMON WHISKEY,6,1750,15.33,23,12,276,21,5.54
INV-18238700027,03/20/2019,3920,SMOKIN' JOE'S #11 TOBACCO AND LIQUOR OUTLET,1606 CAMANCHE AVE,CLINTON,52732,POINT (-90.204748 41.827845),23,CLINTON,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10804,CROWN ROYAL REGAL APPLE,44,200,4.72,7.08,3,21.24,0.6,0.15
INV-18377900011,03/27/2019,4027,WAL-MART 1621 / CENTERVILLE,23148 HWY 5,CENTERVILLE,52544,POINT (-92.867849 40.70856),4,APPANOOSE,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,12,121.56,9,2.37
INV-17979400009,03/07/2019,4638,GD XPRESS / DAVENPORT,4607 N PINE ST,DAVENPORT,52804,,82,SCOTT,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10804,CROWN ROYAL REGAL APPLE,44,200,4.72,7.08,44,311.52,8.8,2.32
INV-18414700021,03/28/2019,3664,SHADE TREE LIQUORS,90 10TH ST S,NORTHWOOD,50459,POINT (-93.218339 43.443739),98,WORTH,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10808,CROWN ROYAL REGAL APPLE,12,1000,18.89,28.34,12,340.08,12,3.17
INV-17898900001,03/04/2019,2579,HY-VEE FOOD STORE / GRINNELL,320 WEST STREET SOUTH,GRINNELL,50112,POINT (-92.727343 41.7283),79,POWESHIEK,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,12,280.68,9,2.37
INV-18100500007,03/13/2019,4011,JIM AND CHARLIES AFFILIATED,121 NORTH CLINTON,ALBIA,52531,POINT (-92.808389 41.028644),68,MONROE,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10628,CANADIAN CLUB WHISKY,6,1750,14.5,21.75,6,130.5,10.5,2.77
INV-17903400003,03/04/2019,5361,LIQUORLAND,624 ANGULAR ST.,BURLINGTON,52601,POINT (-91.107638 40.802397),29,DES MOINES,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10789,CROWN ROYAL VANILLA,44,200,4.72,7.08,10,70.8,2,0.52
INV-18304900018,03/22/2019,5131,OASIS,"1401, BUCHANAN ST",DES MOINES,50316,POINT (-93.599362 41.59878),77,POLK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,3,70.17,2.25,0.59
INV-18069100032,03/12/2019,2513,HY-VEE FOOD STORE #2 / IOWA CITY,812  S 1ST AVE,IOWA CITY,52240,,52,JOHNSON,1011200,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19477,MAKERS MARK,12,1000,22.04,33.06,6,198.36,6,1.58
INV-18436800013,03/29/2019,4260,FAREWAY STORES #699 / OSCEOLA,215 S MAIN ST,OSCEOLA,50213,POINT (-93.765695 41.032474),20,CLARKE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10808,CROWN ROYAL REGAL APPLE,12,1000,18.89,28.34,1,28.34,1,0.26
INV-17874000015,03/04/2019,4559,OSAGE PAYLESS FOODS,633 CHASE ST,OSAGE,50461,POINT (-92.811539 43.285134),66,MITCHELL,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,5,116.95,3.75,0.99
INV-18420700011,03/28/2019,2665,HY-VEE / WAUKEE,1005 E HICKMAN RD,WAUKEE,50263,POINT (-93.854477 41.615059),25,DALLAS,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,48,1122.72,36,9.51
INV-17965900031,03/06/2019,5257,MAD AVE QUIK SHOP,"405, MADISON AVE",OTTUMWA,52501,,90,WAPELLO,1082000,IMPORTED CORDIALS & LIQUEURS,65,JIM BEAM BRANDS,67006,MIDORI MELON LIQUEUR,12,750,11.49,17.24,2,34.48,1.5,0.39
INV-18337900012,03/25/2019,5252,FREEMAN FOODS OF NORTH ENGLISH,"119, MAIN ST",NORTH ENGLISH,52316,POINT (-92.166582 41.575084),48,IOWA,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10805,CROWN ROYAL REGAL APPLE,24,375,8,12,2,24,0.75,0.19
INV-18267400013,03/21/2019,5029,THE LIQUOR STOP LLC,"211, W 53RD ST",DAVENPORT,52806,POINT (-90.57611300000002 41.574536),82,SCOTT,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10790,CROWN ROYAL VANILLA,24,375,8,12,24,288,9,2.37
INV-17996300003,03/07/2019,4726,WALGREENS #07454 / ANKENY,901 N ANKENY BLVD,ANKENY,50021,,77,POLK,1062200,WHITE RUM,434,LUXCO INC,45278,PARAMOUNT WHITE RUM,6,1750,7.84,11.76,6,70.56,10.5,2.77
INV-17955100008,03/06/2019,5503,ROLFE AREA MARKET,412 GARFIELD ST,ROLFE,50581,POINT (-94.52788900000002 42.814369),76,POCAHONTAS,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,12,121.56,9,2.37
INV-18310900065,03/25/2019,2539,HY-VEE FOOD STORE / IOWA FALLS,HIGHWAY 65 SOUTH,IOWA FALLS,50126,,42,HARDIN,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11294,CROWN ROYAL,24,375,8,12,4,48,1.5,0.39
INV-18270000015,03/21/2019,4661,QUIK TRIP #531 / GRIMES,"1900, SE 37TH ST",GRIMES,50111,POINT (-93.773467 41.658525),77,POLK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10805,CROWN ROYAL REGAL APPLE,24,375,8,12,4,48,1.5,0.39
INV-18191000024,03/18/2019,5149,B S MINI MART INC,"1900, SUMMER ST",BURLINGTON,52601,POINT (-91.116076 40.789013),29,DES MOINES,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10805,CROWN ROYAL REGAL APPLE,24,375,8,12,4,48,1.5,0.39
INV-18270600001,03/21/2019,4136,FAREWAY STORES #983 / GRIMES,351 GATEWAY DR,GRIMES,50111,,77,POLK,1011200,STRAIGHT BOURBON WHISKIES,85,BROWN FORMAN CORP.,22217,WOODFORD RESERVE,6,1000,26.49,39.74,18,715.32,18,4.75
INV-17868200065,03/01/2019,3443,SUPER SAVER IV,1141 N BROADWAY,COUNCIL BLUFFS,51503,POINT (-95.836515 41.270824),78,POTTAWATTAMIE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,12,280.68,9,2.37
INV-18162300032,03/15/2019,3717,THE LIQUOR STOP / SUMNER,201 W 1ST ST,SUMNER,50674,POINT (-92.09922100000001 42.847479),9,BREMER,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10803,CROWN ROYAL REGAL APPLE MINI,10,300,7.35,11.03,1,11.03,0.3,0.07
INV-18082600016,03/12/2019,4378,KUM & GO #1202 / WAUKEE,650 W HICKMAN RD,WAUKEE,50263,POINT (-93.887586 41.614927),25,DALLAS,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10803,CROWN ROYAL REGAL APPLE MINI,10,300,7.35,11.03,2,22.06,0.6,0.15
INV-18087700003,03/12/2019,3932,MAIN STREET SPIRITS / MAPLETON,311 MAIN ST,MAPLETON,51034,POINT (-95.79375 42.165915),67,MONONA,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10809,CROWN ROYAL REGAL APPLE,6,1750,31.99,47.99,6,287.94,10.5,2.77
INV-17990200017,03/07/2019,5251,NORTHSIDE LIQUOR,"1303, NORTH FEDERAL",MASON CITY,50401,POINT (-93.201061 43.163663),17,CERRO GORDO,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10548,BLACK VELVET TOASTED CARAMEL,6,1750,12.99,19.49,6,116.94,10.5,2.77
INV-17979300057,03/07/2019,2567,HY-VEE DRUGSTORE / DAVENPORT,2200 WEST KIMBERLY,DAVENPORT,52806,POINT (-90.608201 41.560663),82,SCOTT,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10788,CROWN ROYAL VANILLA MINI,10,300,7.35,11.03,1,11.03,0.3,0.07
INV-17974600031,03/06/2019,2675,HY-VEE #2 / CORALVILLE,3285 CROSSPARK RD,CORALVILLE,52241,POINT (-91.60627100000002 41.721438),52,JOHNSON,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,12,280.68,9,2.37
INV-17853700047,03/01/2019,2550,HY-VEE FOOD STORE / OSCEOLA,510 WEST MCLANE,OSCEOLA,50213,POINT (-93.77321 41.030569),20,CLARKE,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100015,FIREBALL BAG IN BOX,3,3500,30,45,1,45,3.5,0.92
INV-18290600071,03/22/2019,2620,HY-VEE / WINDSOR HEIGHTS,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,,77,POLK,1032100,IMPORTED VODKAS,260,DIAGEO AMERICAS,36871,CIROC 80PRF,12,750,16.49,24.74,1,24.74,0.75,0.19
INV-17878700003,03/04/2019,4051,FAREWAY STORES #639 / MAQUOKETA,110 WESTGATE DR,MAQUOKETA,52060,POINT (-90.680623 42.067391),49,JACKSON,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,12,280.68,9,2.37
INV-18096500002,03/12/2019,3695,MRS. B'S LIQUOR,623 S MARION ST,REMSEN,51050,POINT (-95.977022 42.808951),75,PLYMOUTH,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10548,BLACK VELVET TOASTED CARAMEL,6,1750,12.99,19.49,6,116.94,10.5,2.77
INV-17917400016,03/05/2019,3565,HARTIG DRUG STORE #10 / IOWA CITY,701 MORMON TREK BLVD,IOWA CITY,52246,POINT (-91.574025 41.651984),52,JOHNSON,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,4,93.56,3,0.79
INV-17886900021,03/04/2019,2653,HY-VEE WINE AND SPIRITS / WASHINGTON,1004 W MADISON ST,WASHINGTON,52353,POINT (-91.704567 41.296576),92,WASHINGTON,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10826,CROWN ROYAL XO,12,750,24.99,37.49,2,74.98,1.5,0.39
INV-18039900003,03/11/2019,4150,FAREWAY STORES #951 / WATERLOO,40  W SAN MARNAN,WATERLOO,50701,,7,BLACK HAWK,1011100,BLENDED WHISKIES,297,LAIRD & COMPANY,23826,FIVE STAR,12,750,3.5,5.25,12,63,9,2.37
INV-18047000023,03/11/2019,3868,WAL-MART 3630 / MARION,5491 BUSINESS HWY 151,MARION,52302,,57,LINN,1031100,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,35318,BARTON VODKA,6,1750,6.92,10.38,6,62.28,10.5,2.77
INV-18285200003,03/21/2019,2535,HY-VEE FOOD STORE #1 / WDM,1700 VALLEY WEST DR,WEST DES MOINES,50265,,77,POLK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10809,CROWN ROYAL REGAL APPLE,6,1750,31.99,47.99,6,287.94,10.5,2.77
INV-17937700014,03/05/2019,3695,MRS. B'S LIQUOR,623 S MARION ST,REMSEN,51050,POINT (-95.977022 42.808951),75,PLYMOUTH,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,12,121.56,9,2.37
INV-18149700011,03/14/2019,4696,QUIK TRIP #517 / WEST DES MOINES,1451 22ND ST,WEST DES MOINES,50266,POINT (-93.735967 41.59527),77,POLK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10803,CROWN ROYAL REGAL APPLE MINI,10,300,7.35,11.03,4,44.12,1.2,0.31
INV-18259200034,03/20/2019,5065,CIRCLE S GORDON DRIVE,2520 GORDON DR,SIOUX CITY,51106,POINT (-96.376341 42.489845),97,WOODBURY,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10803,CROWN ROYAL REGAL APPLE MINI,10,300,7.35,11.03,1,11.03,0.3,0.07
INV-18452900008,03/29/2019,4503,CASEY'S GENERAL STORE #38 / TREYNOR,102 W MAIN ST,TREYNOR,51575,POINT (-95.617322 41.232472),78,POTTAWATTAMIE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,4,93.56,3,0.79
INV-18054100009,03/11/2019,5299,PEARL CITY TOBACCO & LIQUOR OUTLET,"200, GREEN STREET",MUSCATINE,52761,POINT (-91.05788 41.413877),70,MUSCATINE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10809,CROWN ROYAL REGAL APPLE,6,1750,31.99,47.99,6,287.94,10.5,2.77
INV-17971100114,03/06/2019,2594,HY-VEE FOOD STORE / SIOUX CITY,4500 SERGEANT ROAD,SIOUX CITY,51106,POINT (-96.346969 42.447396),97,WOODBURY,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10808,CROWN ROYAL REGAL APPLE,12,1000,18.89,28.34,36,1020.24,36,9.51
INV-18167900060,03/15/2019,3963,TOBACCO HUT #14 / COUNCIL BLUFFS,1925 W BROADWAY,COUNCIL BLUFFS,51501,POINT (-95.873073 41.261866),78,POTTAWATTAMIE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10803,CROWN ROYAL REGAL APPLE MINI,10,300,7.35,11.03,2,22.06,0.6,0.15
INV-18192200008,03/18/2019,5704,WASHINGTON LIQUOR & TOBACCO OUTLET,304 WEST MADISON STREET,WASHINGTON,52353,POINT (-91.694639 41.296493),92,WASHINGTON,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10804,CROWN ROYAL REGAL APPLE,44,200,4.72,7.08,4,28.32,0.8,0.21
INV-18257500003,03/20/2019,2543,HY-VEE FOOD STORE #1 / OTTUMWA,1025 NORTH QUINCY AVE,OTTUMWA,52501,POINT (-92.438463 41.01558),90,WAPELLO,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10626,CANADIAN CLUB WHISKY,12,750,8,12,12,144,9,2.37
INV-18285200010,03/21/2019,2535,HY-VEE FOOD STORE #1 / WDM,1700 VALLEY WEST DR,WEST DES MOINES,50265,,77,POLK,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10626,CANADIAN CLUB WHISKY,12,750,8,12,12,144,9,2.37
INV-18080500044,03/12/2019,5437,GREAT PASTIMES,228 N MAIN ST.,MONTICELLO,52310,POINT (-91.183413 42.24013200000001),53,JONES,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,4,93.56,3,0.79
INV-18350500054,03/26/2019,2605,HY-VEE DRUGSTORE #5 / CEDAR RAPIDS,2001 BLAIRS FERRY ROAD NE,CEDAR RAPIDS,52402,POINT (-91.668909 42.034799),57,LINN,1012200,SCOTCH WHISKIES,421,SAZERAC COMPANY  INC,10008,SCORESBY RARE SCOTCH,6,1750,10.5,15.75,6,94.5,10.5,2.77
INV-18099900021,03/13/2019,2523,HY-VEE FOOD STORE / CENTERVILLE,609 N 18TH,CENTERVILLE,52544,POINT (-92.867967 40.737577),4,APPANOOSE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,15.59,23.39,168,3929.52,126,33.28
INV-17861100020,03/01/2019,3857,QUILLINS FOOD RANCH / WAUKON,9TH ST SW B,WAUKON,52172,,3,ALLAMAKEE,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,12,121.56,9,2.37
INV-17987600028,03/07/2019,4604,PIT STOP LIQUORS / NEWTON,"1324, 1ST AVE E",NEWTON,50208,POINT (-93.035654 41.699173),50,JASPER,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,12,280.68,9,2.37
INV-18056600017,03/11/2019,5252,FREEMAN FOODS OF NORTH ENGLISH,"119, MAIN ST",NORTH ENGLISH,52316,POINT (-92.166582 41.575084),48,IOWA,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10809,CROWN ROYAL REGAL APPLE,6,1750,31.99,47.99,1,47.99,1.75,0.46
INV-18078000012,03/12/2019,2524,HY-VEE FOOD STORE / DUBUQUE,3500 DODGE ST,DUBUQUE,52001,,31,DUBUQUE,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,12,280.68,9,2.37
INV-18363300045,03/26/2019,5176,SMOKIN' JOE'S #15 TOBACCO AND LIQUOR OUTLET,455 EDGEWOOD RD NW,CEDAR RAPIDS,52405,POINT (-91.715903 41.97805),57,LINN,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10804,CROWN ROYAL REGAL APPLE,44,200,4.72,7.08,3,21.24,0.6,0.15
INV-17872000001,03/04/2019,2539,HY-VEE FOOD STORE / IOWA FALLS,HIGHWAY 65 SOUTH,IOWA FALLS,50126,,42,HARDIN,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,12,280.68,9,2.37
INV-17883900002,03/04/2019,5447,NEW STAR / RAYMOND,101 COMERICAL STREET,RAYMOND,50667,,7,BLACK HAWK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10805,CROWN ROYAL REGAL APPLE,24,375,8,12,24,288,9,2.37
INV-18182200025,03/18/2019,2560,HY-VEE FOOD STORE / MARION,3600 BUSINESS HWY 151 EAST,MARION,52302,,57,LINN,1081400,AMERICAN SCHNAPPS,434,LUXCO INC,81204,PARAMOUNT PEPPERMINT SCHNAPPS,24,375,2.28,3.42,6,20.52,2.25,0.59
INV-18173100040,03/15/2019,2190,"CENTRAL CITY LIQUOR, INC.",1460 2ND AVE,DES MOINES,50314,POINT (-93.619787 41.60566),77,POLK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10791,CROWN ROYAL VANILLA,12,750,15.59,23.39,1,23.39,0.75,0.19
INV-17863100006,03/01/2019,3056,SUPER FOODS / CLARION,325 CENTRAL AVE W,CLARION,50525,POINT (-93.735875 42.731643),99,WRIGHT,1012200,SCOTCH WHISKIES,421,SAZERAC COMPANY  INC,10008,SCORESBY RARE SCOTCH,6,1750,10.5,15.75,6,94.5,10.5,2.77
INV-17937400005,03/05/2019,4255,FAREWAY STORES #058 / ORANGE CITY,512  8TH SE,ORANGE CITY,51041,,84,SIOUX,1012100,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,10550,BLACK VELVET TOASTED CARAMEL,12,750,6.75,10.13,12,121.56,9,2.37
INV-18433900024,03/28/2019,3831,THE MARKET OF MADRID,301 ANNEX RD,MADRID,50156,POINT (-93.815365 41.87894000000001),8,BOONE,1012100,CANADIAN WHISKIES,65,JIM BEAM BRANDS,10628,CANADIAN CLUB WHISKY,6,1750,14.5,21.75,2,43.5,3.5,0.92
INV-17994800042,03/07/2019,3881,7 RAYOS LIQUOR STORE,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64,MARSHALL,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,15.59,23.39,12,280.68,9,2.37
